JURIS_NAME,YEAR,total_proposed_units,total_approved_units,total_disapproved_units,total_building_permits,total_completed_units,total_affordable_permits,total_market_rate_permits
ESCALON,2024,107.0,18.0,0.0,0.0,2.0,0.0,0.0
ESCALON,2025,8.0,8.0,0.0,4.0,3.0,3.0,1.0
ESCONDIDO,2018,52.0,52.0,0.0,240.0,279.0,20.0,220.0
ESCONDIDO,2019,673.0,538.0,131.0,37.0,352.0,27.0,10.0
ESCONDIDO,2020,885.0,689.0,0.0,263.0,126.0,37.0,226.0
ESCONDIDO,2021,363.0,319.0,0.0,433.0,210.0,107.0,326.0
ESCONDIDO,2022,651.0,622.0,0.0,231.0,263.0,77.0,154.0
ESCONDIDO,2023,151.0,151.0,0.0,608.0,182.0,87.0,521.0
ESCONDIDO,2024,176.0,176.0,0.0,408.0,246.0,105.0,303.0
ESCONDIDO,2025,466.0,415.0,0.0,514.0,604.0,246.0,268.0
ETNA,2018,1.0,1.0,0.0,1.0,0.0,1.0,0.0
ETNA,2019,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ETNA,2021,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ETNA,2022,1.0,1.0,0.0,2.0,0.0,1.0,1.0
EUREKA,2018,69.0,69.0,0.0,80.0,5.0,50.0,30.0
EUREKA,2019,88.0,46.0,0.0,9.0,15.0,5.0,4.0
EUREKA,2020,107.0,59.0,0.0,10.0,77.0,5.0,5.0
EUREKA,2021,120.0,70.0,0.0,31.0,17.0,25.0,6.0
EUREKA,2022,109.0,85.0,0.0,133.0,55.0,104.0,29.0
EUREKA,2023,47.0,28.0,0.0,101.0,70.0,79.0,22.0
EUREKA,2024,433.0,433.0,0.0,136.0,78.0,49.0,87.0
EUREKA,2025,183.0,35.0,0.0,169.0,30.0,105.0,64.0
EXETER,2018,8.0,0.0,7.0,0.0,0.0,0.0,0.0
EXETER,2019,0.0,0.0,0.0,14.0,0.0,6.0,8.0
EXETER,2020,63.0,63.0,0.0,10.0,0.0,6.0,4.0
EXETER,2021,36.0,36.0,0.0,4.0,1.0,0.0,4.0
EXETER,2022,4.0,1.0,0.0,3.0,0.0,0.0,3.0
EXETER,2023,44.0,44.0,0.0,9.0,9.0,0.0,9.0
EXETER,2024,11.0,11.0,0.0,11.0,1.0,2.0,9.0
EXETER,2025,27.0,27.0,0.0,27.0,27.0,0.0,27.0
FAIRFAX,2018,69.0,69.0,0.0,68.0,5.0,68.0,0.0
FAIRFAX,2019,10.0,10.0,0.0,9.0,8.0,8.0,1.0
FAIRFAX,2020,11.0,11.0,0.0,79.0,61.0,75.0,4.0
FAIRFAX,2021,24.0,7.0,0.0,24.0,14.0,23.0,1.0
FAIRFAX,2022,13.0,13.0,0.0,20.0,10.0,12.0,8.0
FAIRFAX,2023,7.0,0.0,0.0,7.0,2.0,7.0,0.0
FAIRFAX,2024,8.0,0.0,0.0,9.0,9.0,8.0,1.0
FAIRFAX,2025,243.0,243.0,0.0,15.0,6.0,14.0,1.0
FAIRFIELD,2018,295.0,295.0,0.0,312.0,241.0,0.0,312.0
FAIRFIELD,2019,903.0,87.0,0.0,354.0,351.0,2.0,352.0
FAIRFIELD,2020,980.0,626.0,0.0,861.0,110.0,191.0,670.0
FAIRFIELD,2021,3068.0,1855.0,0.0,445.0,398.0,85.0,360.0
FAIRFIELD,2022,820.0,776.0,0.0,366.0,618.0,57.0,309.0
FAIRFIELD,2023,458.0,458.0,0.0,532.0,621.0,189.0,343.0
FAIRFIELD,2024,528.0,179.0,0.0,302.0,281.0,12.0,290.0
FAIRFIELD,2025,719.0,629.0,0.0,247.0,191.0,10.0,237.0
FARMERSVILLE,2018,4.0,4.0,0.0,0.0,5.0,0.0,0.0
FARMERSVILLE,2020,0.0,0.0,0.0,2.0,2.0,2.0,0.0
FARMERSVILLE,2021,456.0,0.0,0.0,0.0,2.0,0.0,0.0
FARMERSVILLE,2022,0.0,0.0,0.0,113.0,0.0,113.0,0.0
FARMERSVILLE,2023,482.0,151.0,0.0,5.0,0.0,4.0,1.0
FARMERSVILLE,2024,417.0,223.0,0.0,7.0,2.0,2.0,5.0
FARMERSVILLE,2025,5.0,5.0,0.0,1.0,0.0,1.0,0.0
FERNDALE,2018,8.0,8.0,0.0,2.0,0.0,2.0,0.0
FERNDALE,2019,11.0,11.0,0.0,8.0,0.0,8.0,0.0
FERNDALE,2020,0.0,0.0,0.0,2.0,1.0,0.0,2.0
FERNDALE,2021,0.0,0.0,0.0,6.0,4.0,3.0,3.0
FERNDALE,2022,5.0,5.0,0.0,5.0,7.0,3.0,2.0
FERNDALE,2023,5.0,2.0,0.0,2.0,0.0,1.0,1.0
FERNDALE,2024,7.0,7.0,0.0,7.0,2.0,5.0,2.0
FERNDALE,2025,4.0,4.0,0.0,4.0,7.0,3.0,1.0
FILLMORE,2018,127.0,26.0,77.0,19.0,19.0,19.0,0.0
FILLMORE,2020,72.0,0.0,0.0,143.0,0.0,76.0,67.0
FILLMORE,2021,329.0,0.0,0.0,293.0,96.0,76.0,217.0
FILLMORE,2022,373.0,0.0,0.0,21.0,203.0,7.0,14.0
FILLMORE,2023,244.0,0.0,0.0,64.0,0.0,0.0,64.0
FILLMORE,2024,474.0,0.0,0.0,41.0,0.0,0.0,41.0
FILLMORE,2025,474.0,0.0,0.0,47.0,28.0,0.0,47.0
FIREBAUGH,2018,98.0,0.0,98.0,0.0,8.0,0.0,0.0
FIREBAUGH,2019,131.0,0.0,131.0,2.0,0.0,2.0,0.0
FIREBAUGH,2020,0.0,0.0,0.0,5.0,21.0,5.0,0.0
FIREBAUGH,2021,0.0,0.0,0.0,41.0,68.0,0.0,41.0
FIREBAUGH,2022,0.0,0.0,0.0,65.0,2.0,64.0,1.0
FIREBAUGH,2023,0.0,0.0,0.0,101.0,33.0,99.0,2.0
FIREBAUGH,2024,0.0,0.0,0.0,0.0,24.0,0.0,0.0
FIREBAUGH,2025,0.0,0.0,0.0,12.0,67.0,7.0,5.0
FOLSOM,2018,797.0,429.0,0.0,770.0,250.0,321.0,449.0
FOLSOM,2019,2473.0,1881.0,3.0,734.0,302.0,7.0,727.0
FOLSOM,2020,1407.0,321.0,0.0,594.0,924.0,85.0,509.0
FOLSOM,2021,1502.0,1104.0,0.0,1100.0,758.0,143.0,957.0
FOLSOM,2022,1464.0,808.0,0.0,1243.0,987.0,208.0,1035.0
FOLSOM,2023,229.0,221.0,0.0,1525.0,1011.0,747.0,778.0
FOLSOM,2024,395.0,239.0,0.0,910.0,591.0,233.0,677.0
FOLSOM,2025,2971.0,561.0,0.0,486.0,1308.0,75.0,411.0
FONTANA,2018,2163.0,1107.0,0.0,419.0,127.0,0.0,419.0
FONTANA,2019,1061.0,1061.0,0.0,839.0,12.0,0.0,839.0
FONTANA,2021,2067.0,209.0,0.0,1182.0,76.0,60.0,1122.0
FONTANA,2022,3961.0,2327.0,0.0,839.0,661.0,0.0,839.0
FONTANA,2023,2093.0,123.0,0.0,1356.0,196.0,0.0,1356.0
FONTANA,2024,2549.0,510.0,0.0,979.0,795.0,4.0,975.0
FONTANA,2025,3262.0,30.0,0.0,876.0,564.0,4.0,872.0
FORT BRAGG,2018,78.0,78.0,0.0,9.0,4.0,0.0,9.0
FORT BRAGG,2019,23.0,22.0,1.0,23.0,1.0,14.0,9.0
FORT BRAGG,2020,71.0,71.0,0.0,93.0,10.0,81.0,12.0
FORT BRAGG,2021,5.0,5.0,0.0,3.0,0.0,1.0,2.0
FORT BRAGG,2022,67.0,28.0,0.0,19.0,3.0,12.0,7.0
FORT BRAGG,2023,35.0,27.0,0.0,51.0,33.0,42.0,9.0
FORT BRAGG,2024,94.0,6.0,0.0,39.0,7.0,33.0,6.0
FORT BRAGG,2025,102.0,141.0,0.0,42.0,11.0,33.0,9.0
FORT JONES,2020,0.0,0.0,0.0,4.0,0.0,2.0,2.0
FORT JONES,2024,1.0,1.0,0.0,1.0,0.0,1.0,0.0
FORTUNA,2018,34.0,34.0,0.0,36.0,26.0,16.0,20.0
FORTUNA,2019,67.0,67.0,0.0,41.0,13.0,26.0,15.0
FORTUNA,2020,52.0,52.0,0.0,47.0,9.0,33.0,14.0
FORTUNA,2021,62.0,0.0,0.0,43.0,17.0,28.0,15.0
FORTUNA,2022,115.0,0.0,0.0,18.0,46.0,2.0,16.0
FORTUNA,2023,10.0,0.0,0.0,25.0,17.0,4.0,21.0
FORTUNA,2024,25.0,0.0,0.0,38.0,21.0,0.0,38.0
FORTUNA,2025,150.0,150.0,0.0,18.0,10.0,13.0,5.0
FOSTER CITY,2018,92.0,92.0,0.0,0.0,221.0,0.0,0.0
FOSTER CITY,2019,1.0,0.0,1.0,22.0,50.0,2.0,20.0
FOSTER CITY,2020,5.0,0.0,0.0,34.0,70.0,16.0,18.0
FOSTER CITY,2021,9.0,0.0,0.0,45.0,100.0,3.0,42.0
FOSTER CITY,2022,0.0,0.0,0.0,18.0,67.0,5.0,13.0
FOSTER CITY,2023,9.0,0.0,0.0,23.0,14.0,7.0,16.0
FOSTER CITY,2024,28.0,2.0,0.0,13.0,7.0,10.0,3.0
FOSTER CITY,2025,0.0,0.0,0.0,28.0,5.0,28.0,0.0
FOUNTAIN VALLEY,2018,185.0,155.0,0.0,17.0,22.0,13.0,4.0
FOUNTAIN VALLEY,2019,67.0,8.0,0.0,178.0,18.0,23.0,155.0
FOUNTAIN VALLEY,2020,89.0,89.0,0.0,52.0,35.0,38.0,14.0
FOUNTAIN VALLEY,2021,148.0,21.0,0.0,105.0,36.0,94.0,11.0
FOUNTAIN VALLEY,2022,166.0,85.0,0.0,119.0,94.0,56.0,63.0
FOUNTAIN VALLEY,2023,115.0,115.0,0.0,116.0,125.0,82.0,34.0
FOUNTAIN VALLEY,2024,116.0,116.0,0.0,122.0,79.0,91.0,31.0
FOUNTAIN VALLEY,2025,136.0,61.0,0.0,330.0,52.0,87.0,243.0
FOWLER,2018,114.0,34.0,0.0,34.0,37.0,0.0,34.0
FOWLER,2019,294.0,294.0,0.0,51.0,82.0,22.0,29.0
FOWLER,2020,55.0,55.0,0.0,55.0,55.0,46.0,9.0
FOWLER,2021,78.0,3.0,1.0,132.0,53.0,96.0,36.0
FOWLER,2022,28.0,4.0,0.0,178.0,119.0,132.0,46.0
FOWLER,2023,127.0,124.0,0.0,114.0,71.0,54.0,60.0
FOWLER,2024,109.0,1.0,0.0,112.0,70.0,23.0,89.0
FOWLER,2025,1417.0,4.0,0.0,101.0,0.0,0.0,101.0
FREMONT,2018,497.0,431.0,0.0,1863.0,405.0,121.0,1742.0
FREMONT,2019,952.0,552.0,0.0,1087.0,896.0,132.0,955.0
FREMONT,2020,188.0,21.0,2.0,311.0,768.0,60.0,251.0
FREMONT,2021,464.0,397.0,8.0,861.0,1635.0,161.0,700.0
FREMONT,2022,1074.0,372.0,0.0,1133.0,1398.0,298.0,835.0
FREMONT,2023,831.0,81.0,0.0,658.0,272.0,479.0,179.0
FREMONT,2024,1349.0,62.0,0.0,194.0,573.0,120.0,74.0
FREMONT,2025,829.0,185.0,0.0,549.0,793.0,164.0,385.0
FRESNO,2018,1946.0,1946.0,0.0,1337.0,1073.0,135.0,1202.0
FRESNO,2019,3281.0,3270.0,11.0,2016.0,1377.0,46.0,1970.0
FRESNO,2020,2645.0,2645.0,0.0,2252.0,1224.0,246.0,2006.0
FRESNO,2021,3109.0,3109.0,0.0,2262.0,1714.0,119.0,2143.0
FRESNO,2022,4340.0,4296.0,0.0,1443.0,1660.0,137.0,1306.0
FRESNO,2023,3882.0,2013.0,0.0,1901.0,1793.0,445.0,1456.0
FRESNO,2024,3371.0,3371.0,0.0,1521.0,1615.0,485.0,1036.0
FRESNO,2025,3231.0,1595.0,0.0,2014.0,2058.0,295.0,1719.0
FRESNO COUNTY,2018,66.0,66.0,0.0,55.0,13.0,55.0,0.0
FRESNO COUNTY,2019,136.0,136.0,0.0,136.0,10.0,80.0,56.0
FRESNO COUNTY,2020,120.0,120.0,0.0,119.0,30.0,75.0,44.0
FRESNO COUNTY,2021,211.0,211.0,0.0,211.0,33.0,157.0,54.0
FRESNO COUNTY,2022,240.0,240.0,0.0,240.0,86.0,133.0,107.0
FRESNO COUNTY,2023,125.0,125.0,0.0,125.0,4.0,82.0,43.0
FRESNO COUNTY,2024,454.0,323.0,10.0,114.0,16.0,29.0,85.0
FRESNO COUNTY,2025,279.0,113.0,1.0,184.0,158.0,91.0,93.0
FULLERTON,2018,39.0,39.0,0.0,86.0,118.0,45.0,41.0
FULLERTON,2019,67.0,67.0,0.0,342.0,229.0,19.0,323.0
FULLERTON,2020,3.0,0.0,0.0,393.0,27.0,19.0,374.0
FULLERTON,2021,1748.0,1171.0,0.0,1247.0,537.0,476.0,771.0
FULLERTON,2022,1748.0,1171.0,0.0,1247.0,538.0,476.0,771.0
FULLERTON,2023,1748.0,1171.0,0.0,1013.0,120.0,164.0,849.0
FULLERTON,2024,1748.0,1171.0,0.0,1254.0,629.0,467.0,787.0
FULLERTON,2025,1748.0,1171.0,0.0,1863.0,1045.0,668.0,1195.0
GALT,2018,224.0,0.0,0.0,38.0,38.0,14.0,24.0
GALT,2019,8.0,0.0,8.0,58.0,43.0,1.0,57.0
GALT,2020,70.0,70.0,0.0,35.0,0.0,13.0,22.0
GALT,2021,0.0,0.0,0.0,119.0,54.0,0.0,119.0
GALT,2022,370.0,370.0,0.0,96.0,131.0,2.0,94.0
GALT,2023,0.0,0.0,0.0,185.0,118.0,0.0,185.0
GALT,2024,35.0,0.0,0.0,170.0,174.0,5.0,165.0
GALT,2025,396.0,0.0,0.0,295.0,146.0,6.0,289.0
GARDEN GROVE,2018,0.0,0.0,0.0,273.0,0.0,0.0,273.0
GARDEN GROVE,2019,672.0,672.0,0.0,125.0,51.0,0.0,125.0
GARDEN GROVE,2020,292.0,292.0,0.0,430.0,249.0,0.0,430.0
GARDEN GROVE,2021,145.0,145.0,0.0,472.0,229.0,0.0,472.0
GARDEN GROVE,2022,434.0,434.0,0.0,387.0,78.0,0.0,387.0
GARDEN GROVE,2023,339.0,339.0,0.0,428.0,784.0,0.0,428.0
GARDEN GROVE,2024,1053.0,390.0,0.0,639.0,292.0,118.0,521.0
GARDEN GROVE,2025,539.0,407.0,0.0,637.0,429.0,44.0,593.0
GARDENA,2018,1.0,1.0,0.0,124.0,22.0,0.0,124.0
GARDENA,2019,198.0,198.0,0.0,40.0,66.0,0.0,40.0
GARDENA,2020,413.0,0.0,0.0,127.0,5.0,0.0,127.0
GARDENA,2021,151.0,30.0,0.0,313.0,51.0,1.0,312.0
GARDENA,2022,22.0,22.0,0.0,238.0,42.0,0.0,238.0
GARDENA,2023,345.0,0.0,0.0,382.0,22.0,2.0,380.0
GARDENA,2024,88.0,41.0,0.0,189.0,45.0,7.0,182.0
GARDENA,2025,816.0,56.0,0.0,54.0,111.0,0.0,54.0
GILROY,2018,742.0,498.0,0.0,221.0,279.0,109.0,112.0
GILROY,2019,345.0,0.0,128.0,196.0,99.0,43.0,153.0
GILROY,2020,494.0,181.0,0.0,270.0,111.0,198.0,72.0
GILROY,2021,130.0,84.0,0.0,275.0,0.0,147.0,128.0
GILROY,2022,162.0,162.0,0.0,238.0,126.0,114.0,124.0
GILROY,2023,68.0,66.0,0.0,219.0,0.0,45.0,174.0
GILROY,2024,98.0,97.0,0.0,177.0,342.0,34.0,143.0
GILROY,2025,636.0,532.0,0.0,37.0,84.0,27.0,10.0
GLENDALE,2018,0.0,0.0,0.0,205.0,0.0,79.0,126.0
GLENDALE,2019,202.0,49.0,0.0,688.0,346.0,86.0,602.0
GLENDALE,2020,386.0,203.0,0.0,745.0,318.0,30.0,715.0
GLENDALE,2021,900.0,600.0,0.0,803.0,318.0,20.0,783.0
GLENDALE,2022,1832.0,287.0,0.0,1968.0,542.0,535.0,1433.0
GLENDALE,2023,591.0,591.0,0.0,1745.0,426.0,521.0,1224.0
GLENDALE,2024,421.0,420.0,0.0,1731.0,501.0,664.0,1067.0
GLENDALE,2025,653.0,653.0,0.0,1573.0,361.0,453.0,1120.0
GLENDORA,2018,33.0,33.0,0.0,51.0,58.0,0.0,51.0
GLENDORA,2019,51.0,51.0,0.0,42.0,6.0,0.0,42.0
GLENDORA,2020,43.0,43.0,0.0,27.0,46.0,0.0,27.0
GLENDORA,2021,85.0,85.0,0.0,33.0,24.0,4.0,29.0
GLENDORA,2022,93.0,93.0,0.0,80.0,11.0,9.0,71.0
GLENDORA,2023,134.0,133.0,1.0,51.0,83.0,1.0,50.0
GLENDORA,2024,67.0,0.0,0.0,52.0,7.0,0.0,52.0
GLENDORA,2025,4.0,4.0,0.0,93.0,0.0,5.0,88.0
GLENN COUNTY,2018,15.0,15.0,0.0,17.0,0.0,10.0,7.0
GLENN COUNTY,2019,32.0,32.0,0.0,33.0,12.0,20.0,13.0
GLENN COUNTY,2020,0.0,0.0,0.0,15.0,21.0,9.0,6.0
GLENN COUNTY,2021,0.0,0.0,0.0,9.0,26.0,5.0,4.0
GLENN COUNTY,2022,0.0,0.0,0.0,19.0,18.0,8.0,11.0
GLENN COUNTY,2023,0.0,0.0,0.0,24.0,13.0,10.0,14.0
GLENN COUNTY,2024,0.0,0.0,0.0,19.0,9.0,8.0,11.0
GOLETA,2018,759.0,210.0,34.0,117.0,240.0,2.0,115.0
GOLETA,2019,29.0,9.0,0.0,285.0,114.0,11.0,274.0
GOLETA,2020,35.0,16.0,0.0,18.0,207.0,13.0,5.0
GOLETA,2021,25.0,8.0,2.0,18.0,40.0,16.0,2.0
GOLETA,2022,87.0,72.0,0.0,85.0,204.0,79.0,6.0
GOLETA,2023,49.0,15.0,0.0,22.0,17.0,19.0,3.0
GOLETA,2024,45.0,45.0,0.0,57.0,92.0,50.0,7.0
GOLETA,2025,31.0,23.0,0.0,363.0,29.0,126.0,237.0
GONZALES,2021,5.0,5.0,0.0,5.0,4.0,0.0,5.0
GONZALES,2022,15.0,15.0,0.0,15.0,5.0,0.0,15.0
GONZALES,2023,24.0,19.0,0.0,17.0,7.0,0.0,17.0
GONZALES,2024,29.0,24.0,0.0,17.0,10.0,0.0,17.0
GONZALES,2025,43.0,24.0,0.0,38.0,23.0,0.0,38.0
GRAND TERRACE,2018,20.0,20.0,0.0,19.0,20.0,2.0,17.0
GRAND TERRACE,2019,2.0,2.0,0.0,24.0,17.0,1.0,23.0
GRAND TERRACE,2020,2.0,2.0,0.0,24.0,24.0,1.0,23.0
GRAND TERRACE,2021,5.0,5.0,0.0,3.0,2.0,0.0,3.0
GRAND TERRACE,2022,11.0,11.0,0.0,2.0,2.0,0.0,2.0
GRAND TERRACE,2023,7.0,7.0,0.0,1.0,1.0,0.0,1.0
GRAND TERRACE,2024,7.0,7.0,0.0,6.0,1.0,0.0,6.0
GRASS VALLEY,2018,31.0,31.0,0.0,40.0,32.0,4.0,36.0
GRASS VALLEY,2019,427.0,307.0,0.0,61.0,7.0,36.0,25.0
GRASS VALLEY,2020,135.0,123.0,0.0,119.0,29.0,72.0,47.0
GRASS VALLEY,2021,205.0,205.0,0.0,165.0,73.0,104.0,61.0
GRASS VALLEY,2022,4.0,4.0,0.0,17.0,14.0,17.0,0.0
GRASS VALLEY,2023,14.0,7.0,0.0,5.0,32.0,1.0,4.0
GRASS VALLEY,2024,18.0,11.0,0.0,16.0,6.0,4.0,12.0
GRASS VALLEY,2025,58.0,0.0,0.0,84.0,49.0,30.0,54.0
GREENFIELD,2018,2.0,2.0,0.0,2.0,0.0,0.0,2.0
GREENFIELD,2019,5.0,5.0,0.0,5.0,0.0,0.0,5.0
GREENFIELD,2020,0.0,0.0,0.0,89.0,0.0,37.0,52.0
GREENFIELD,2021,218.0,0.0,0.0,218.0,0.0,165.0,53.0
GREENFIELD,2022,162.0,0.0,0.0,0.0,0.0,0.0,0.0
GREENFIELD,2023,131.0,131.0,0.0,128.0,0.0,128.0,0.0
GREENFIELD,2024,48.0,11.0,0.0,24.0,84.0,23.0,1.0
GREENFIELD,2025,78.0,37.0,0.0,51.0,129.0,38.0,13.0
GRIDLEY,2018,14.0,14.0,0.0,0.0,0.0,0.0,0.0
GRIDLEY,2019,118.0,118.0,0.0,33.0,7.0,1.0,32.0
GRIDLEY,2020,86.0,85.0,0.0,0.0,0.0,0.0,0.0
GRIDLEY,2021,15.0,15.0,0.0,15.0,15.0,0.0,15.0
GRIDLEY,2022,499.0,415.0,0.0,88.0,88.0,73.0,15.0
GROVER BEACH,2018,64.0,64.0,0.0,29.0,7.0,4.0,25.0
GROVER BEACH,2019,32.0,32.0,0.0,89.0,31.0,27.0,62.0
GROVER BEACH,2020,44.0,44.0,0.0,101.0,39.0,38.0,63.0
GROVER BEACH,2021,113.0,113.0,0.0,121.0,39.0,50.0,71.0
GROVER BEACH,2022,113.0,113.0,0.0,141.0,39.0,63.0,78.0
GROVER BEACH,2023,138.0,124.0,0.0,169.0,66.0,74.0,95.0
GROVER BEACH,2024,118.0,44.0,0.0,377.0,89.0,159.0,218.0
GROVER BEACH,2025,140.0,2.0,0.0,406.0,202.0,144.0,262.0
GUADALUPE,2018,38.0,38.0,0.0,134.0,34.0,37.0,97.0
GUADALUPE,2019,159.0,0.0,159.0,72.0,0.0,72.0,0.0
GUADALUPE,2020,0.0,0.0,0.0,73.0,18.0,6.0,67.0
GUADALUPE,2021,10.0,10.0,0.0,69.0,0.0,0.0,69.0
GUADALUPE,2022,55.0,0.0,0.0,129.0,34.0,102.0,27.0
GUADALUPE,2023,1.0,0.0,0.0,75.0,30.0,75.0,0.0
GUADALUPE,2024,0.0,0.0,0.0,46.0,7.0,0.0,46.0
GUADALUPE,2025,7.0,0.0,0.0,7.0,18.0,0.0,7.0
GUSTINE,2019,5.0,5.0,0.0,5.0,0.0,0.0,5.0
GUSTINE,2020,9.0,9.0,0.0,9.0,0.0,3.0,6.0
GUSTINE,2021,17.0,17.0,0.0,17.0,6.0,9.0,8.0
GUSTINE,2022,264.0,157.0,0.0,0.0,0.0,0.0,0.0
GUSTINE,2023,0.0,0.0,0.0,2.0,0.0,0.0,2.0
GUSTINE,2024,0.0,0.0,0.0,1.0,1.0,1.0,0.0
GUSTINE,2025,0.0,0.0,0.0,4.0,0.0,4.0,0.0
HALF MOON BAY,2018,32.0,12.0,0.0,13.0,35.0,3.0,10.0
HALF MOON BAY,2019,33.0,11.0,0.0,19.0,19.0,12.0,7.0
HALF MOON BAY,2020,41.0,27.0,0.0,25.0,12.0,10.0,15.0
HALF MOON BAY,2021,25.0,18.0,0.0,30.0,15.0,27.0,3.0
HALF MOON BAY,2022,76.0,17.0,0.0,64.0,14.0,44.0,20.0
HALF MOON BAY,2023,161.0,15.0,0.0,33.0,19.0,24.0,9.0
HALF MOON BAY,2024,23.0,5.0,2.0,112.0,26.0,106.0,6.0
HALF MOON BAY,2025,12.0,6.0,0.0,25.0,83.0,12.0,13.0
HANFORD,2018,262.0,262.0,0.0,202.0,95.0,0.0,202.0
HANFORD,2019,832.0,832.0,0.0,528.0,284.0,41.0,487.0
HANFORD,2020,94.0,94.0,0.0,164.0,140.0,129.0,35.0
HANFORD,2021,477.0,477.0,0.0,333.0,109.0,240.0,93.0
HANFORD,2022,582.0,253.0,0.0,449.0,357.0,385.0,64.0
HANFORD,2023,295.0,288.0,0.0,150.0,160.0,19.0,131.0
HANFORD,2024,516.0,508.0,0.0,215.0,408.0,46.0,169.0
HANFORD,2025,262.0,0.0,0.0,391.0,396.0,122.0,269.0
HAWAIIAN GARDENS,2018,18.0,18.0,0.0,1.0,0.0,0.0,1.0
HAWAIIAN GARDENS,2019,14.0,14.0,0.0,3.0,0.0,0.0,3.0
HAWAIIAN GARDENS,2021,37.0,24.0,13.0,35.0,9.0,0.0,35.0
HAWAIIAN GARDENS,2022,11.0,0.0,0.0,1.0,2.0,0.0,1.0
HAWAIIAN GARDENS,2023,9.0,10.0,0.0,14.0,13.0,0.0,14.0
HAWAIIAN GARDENS,2024,30.0,16.0,0.0,5.0,3.0,0.0,5.0
HAWAIIAN GARDENS,2025,23.0,22.0,0.0,27.0,18.0,0.0,27.0
HAWTHORNE,2018,269.0,295.0,-26.0,294.0,0.0,12.0,282.0
HAWTHORNE,2019,41.0,41.0,0.0,13.0,0.0,13.0,0.0
HAWTHORNE,2020,64.0,64.0,0.0,27.0,7.0,0.0,27.0
HAWTHORNE,2021,25.0,0.0,0.0,28.0,0.0,1.0,27.0
HAWTHORNE,2022,32.0,29.0,0.0,26.0,0.0,0.0,26.0
HAWTHORNE,2023,139.0,139.0,0.0,0.0,21.0,0.0,0.0
HAWTHORNE,2024,299.0,299.0,0.0,66.0,32.0,0.0,66.0
HAWTHORNE,2025,136.0,136.0,0.0,104.0,60.0,0.0,104.0
HAYWARD,2018,440.0,51.0,0.0,145.0,197.0,0.0,145.0
HAYWARD,2019,1199.0,1199.0,0.0,1076.0,185.0,47.0,1029.0
HAYWARD,2020,402.0,0.0,0.0,453.0,381.0,184.0,269.0
HAYWARD,2021,690.0,690.0,0.0,833.0,346.0,186.0,647.0
HAYWARD,2022,1150.0,1150.0,0.0,897.0,659.0,169.0,728.0
HAYWARD,2023,432.0,328.0,0.0,502.0,525.0,360.0,142.0
HAYWARD,2024,441.0,256.0,0.0,302.0,511.0,177.0,125.0
HAYWARD,2025,459.0,56.0,0.0,75.0,130.0,51.0,24.0
HEALDSBURG,2018,52.0,52.0,0.0,52.0,1.0,11.0,41.0
HEALDSBURG,2019,71.0,71.0,0.0,31.0,0.0,19.0,12.0
HEALDSBURG,2020,312.0,312.0,0.0,61.0,5.0,34.0,27.0
HEALDSBURG,2021,0.0,0.0,0.0,1.0,0.0,1.0,0.0
HEALDSBURG,2022,0.0,0.0,0.0,68.0,32.0,44.0,24.0
HEALDSBURG,2023,83.0,83.0,0.0,341.0,89.0,100.0,241.0
HEALDSBURG,2024,0.0,0.0,0.0,390.0,279.0,99.0,291.0
HEALDSBURG,2025,65.0,1.0,0.0,217.0,17.0,188.0,29.0
HEMET,2018,204.0,204.0,0.0,63.0,24.0,62.0,1.0
HEMET,2019,296.0,296.0,0.0,126.0,89.0,122.0,4.0
HEMET,2020,4560.0,3663.0,0.0,215.0,165.0,137.0,78.0
HEMET,2021,5497.0,5315.0,0.0,627.0,416.0,175.0,452.0
HEMET,2022,3312.0,2893.0,0.0,657.0,565.0,49.0,608.0
HEMET,2023,5825.0,3479.0,0.0,1189.0,892.0,67.0,1122.0
HEMET,2024,5071.0,3479.0,0.0,1442.0,1251.0,82.0,1360.0
HEMET,2025,5071.0,3479.0,0.0,1547.0,1463.0,91.0,1456.0
HERCULES,2018,232.0,15.0,0.0,227.0,72.0,0.0,227.0
HERCULES,2019,1073.0,476.0,0.0,249.0,17.0,232.0,17.0
HERCULES,2020,0.0,0.0,0.0,4.0,172.0,0.0,4.0
HERCULES,2021,0.0,0.0,0.0,4.0,235.0,0.0,4.0
HERCULES,2022,3.0,0.0,0.0,3.0,3.0,0.0,3.0
HERCULES,2023,3.0,0.0,0.0,3.0,0.0,0.0,3.0
HERCULES,2024,172.0,1.0,0.0,16.0,0.0,1.0,15.0
HERCULES,2025,365.0,7.0,0.0,4.0,41.0,3.0,1.0
HERMOSA BEACH,2018,36.0,34.0,2.0,11.0,11.0,1.0,10.0
HERMOSA BEACH,2019,32.0,32.0,0.0,31.0,25.0,2.0,29.0
HERMOSA BEACH,2020,37.0,0.0,0.0,14.0,28.0,14.0,0.0
HERMOSA BEACH,2021,60.0,0.0,0.0,44.0,23.0,44.0,0.0
HERMOSA BEACH,2022,18.0,5.0,0.0,41.0,26.0,0.0,41.0
HERMOSA BEACH,2023,5.0,0.0,0.0,23.0,22.0,0.0,23.0
HERMOSA BEACH,2024,47.0,2.0,0.0,19.0,45.0,0.0,19.0
HERMOSA BEACH,2025,104.0,106.0,1.0,22.0,19.0,0.0,22.0
